title,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,open_url,dataset,cluster,cluster2
Fight The Feeling,Rod Wave,0.634,0.538,0,-9.213,1,0.0603,0.0514,0.0,0.099,0.152,168.029,audio_features,7l6nGz4gp6HGs5Cvmdeqe4,spotify:track:7l6nGz4gp6HGs5Cvmdeqe4,https://api.spotify.com/v1/tracks/7l6nGz4gp6HGs5Cvmdeqe4,https://api.spotify.com/v1/audio-analysis/7l6nGz4gp6HGs5Cvmdeqe4,160714,5,https://open.spotify.com/track/7l6nGz4gp6HGs5Cvmdeqe4,hot_songs,4,2
Peaches,Jack Black,0.698,0.312,10,-10.9,0,0.0483,0.797,0.0,0.1,0.419,92.138,audio_features,4w9soAM7IrmYDhSXLp14p6,spotify:track:4w9soAM7IrmYDhSXLp14p6,https://api.spotify.com/v1/tracks/4w9soAM7IrmYDhSXLp14p6,https://api.spotify.com/v1/audio-analysis/4w9soAM7IrmYDhSXLp14p6,95440,4,https://open.spotify.com/track/4w9soAM7IrmYDhSXLp14p6,hot_songs,2,6
Low Down,Lil Baby,0.962,0.619,10,-5.562,0,0.405,0.0354,0.0,0.083,0.154,127.958,audio_features,5m0yZ33oOy0yYBtdTXuxQe,spotify:track:5m0yZ33oOy0yYBtdTXuxQe,https://api.spotify.com/v1/tracks/5m0yZ33oOy0yYBtdTXuxQe,https://api.spotify.com/v1/audio-analysis/5m0yZ33oOy0yYBtdTXuxQe,144652,4,https://open.spotify.com/track/5m0yZ33oOy0yYBtdTXuxQe,hot_songs,3,3
Beso,Rosalia & Rauw Alejandro,0.793,0.56,7,-8.922,0,0.0324,0.599,0.0,0.0952,0.862,123.011,audio_features,4PpuZIMmeng6qPicveSI22,spotify:track:4PpuZIMmeng6qPicveSI22,https://api.spotify.com/v1/tracks/4PpuZIMmeng6qPicveSI22,https://api.spotify.com/v1/audio-analysis/4PpuZIMmeng6qPicveSI22,211022,4,https://open.spotify.com/track/4PpuZIMmeng6qPicveSI22,hot_songs,1,5
El Azul,Junior H x Peso Pluma,0.558,0.648,9,-7.081,0,0.055,0.226,7.76e-06,0.0986,0.844,143.876,audio_features,1haJsMtoBhHfvuM7XWuT3W,spotify:track:1haJsMtoBhHfvuM7XWuT3W,https://api.spotify.com/v1/tracks/1haJsMtoBhHfvuM7XWuT3W,https://api.spotify.com/v1/audio-analysis/1haJsMtoBhHfvuM7XWuT3W,187226,3,https://open.spotify.com/track/1haJsMtoBhHfvuM7XWuT3W,hot_songs,1,5
Red Ruby Da Sleeze,Nicki Minaj,0.696,0.733,1,-6.181,1,0.256,0.115,0.0,0.111,0.292,98.355,audio_features,4ZYAU4A2YBtlNdqOUtc7T2,spotify:track:4ZYAU4A2YBtlNdqOUtc7T2,https://api.spotify.com/v1/tracks/4ZYAU4A2YBtlNdqOUtc7T2,https://api.spotify.com/v1/audio-analysis/4ZYAU4A2YBtlNdqOUtc7T2,214445,4,https://open.spotify.com/track/4ZYAU4A2YBtlNdqOUtc7T2,hot_songs,3,3
Ain't That Some,Morgan Wallen,0.532,0.584,8,-5.254,1,0.0248,0.723,0.0,0.101,0.367,88.003,audio_features,0sKEilrw1GrBlG6qsTCrP4,spotify:track:0sKEilrw1GrBlG6qsTCrP4,https://api.spotify.com/v1/tracks/0sKEilrw1GrBlG6qsTCrP4,https://api.spotify.com/v1/audio-analysis/0sKEilrw1GrBlG6qsTCrP4,190680,4,https://open.spotify.com/track/0sKEilrw1GrBlG6qsTCrP4,hot_songs,2,6
Never Felt So Alone,Labrinth,0.436,0.409,5,-4.438,1,0.0533,0.499,0.000166,0.38,0.363,98.357,audio_features,2NbsBSshscKIPRG3kwBbfo,spotify:track:2NbsBSshscKIPRG3kwBbfo,https://api.spotify.com/v1/tracks/2NbsBSshscKIPRG3kwBbfo,https://api.spotify.com/v1/audio-analysis/2NbsBSshscKIPRG3kwBbfo,160166,3,https://open.spotify.com/track/2NbsBSshscKIPRG3kwBbfo,hot_songs,2,6
Nonsense,Sabrina Carpenter,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992,audio_features,6dgUya35uo964z7GZXM07g,spotify:track:6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/tracks/6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/audio-analysis/6dgUya35uo964z7GZXM07g,163648,4,https://open.spotify.com/track/6dgUya35uo964z7GZXM07g,hot_songs,1,5
Everything I Love,Morgan Wallen,0.568,0.841,8,-3.802,1,0.0261,0.00514,0.000503,0.147,0.668,103.983,audio_features,03fs6oV5JAlbytRYf3371S,spotify:track:03fs6oV5JAlbytRYf3371S,https://api.spotify.com/v1/tracks/03fs6oV5JAlbytRYf3371S,https://api.spotify.com/v1/audio-analysis/03fs6oV5JAlbytRYf3371S,187047,4,https://open.spotify.com/track/03fs6oV5JAlbytRYf3371S,hot_songs,1,5
See You Again,"Tyler, The Creator Featuring Kali Uchis",0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,audio_features,7KA4W4McWYRpgf0fWsJZWB,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4,https://open.spotify.com/track/7KA4W4McWYRpgf0fWsJZWB,hot_songs,1,5
I Wrote The Book,Morgan Wallen,0.692,0.808,2,-3.757,1,0.0396,0.0834,3.75e-05,0.0913,0.802,143.977,audio_features,7phmBo7bB9I9YifAXqnlqV,spotify:track:7phmBo7bB9I9YifAXqnlqV,https://api.spotify.com/v1/tracks/7phmBo7bB9I9YifAXqnlqV,https://api.spotify.com/v1/audio-analysis/7phmBo7bB9I9YifAXqnlqV,181767,4,https://open.spotify.com/track/7phmBo7bB9I9YifAXqnlqV,hot_songs,1,2
Cowgirls,Morgan Wallen Featuring ERNEST,0.624,0.766,8,-3.805,1,0.0359,0.199,8.62e-06,0.156,0.37,172.08,audio_features,7fveJ3pk1eSfxBdVkzdXZ0,spotify:track:7fveJ3pk1eSfxBdVkzdXZ0,https://api.spotify.com/v1/tracks/7fveJ3pk1eSfxBdVkzdXZ0,https://api.spotify.com/v1/audio-analysis/7fveJ3pk1eSfxBdVkzdXZ0,181621,4,https://open.spotify.com/track/7fveJ3pk1eSfxBdVkzdXZ0,hot_songs,4,4
Man Made A Bar,Morgan Wallen Featuring Eric Church,0.498,0.764,4,-5.006,1,0.0309,0.123,3.07e-05,0.119,0.489,147.984,audio_features,73zawW1ttszLRgT9By826D,spotify:track:73zawW1ttszLRgT9By826D,https://api.spotify.com/v1/tracks/73zawW1ttszLRgT9By826D,https://api.spotify.com/v1/audio-analysis/73zawW1ttszLRgT9By826D,191231,4,https://open.spotify.com/track/73zawW1ttszLRgT9By826D,hot_songs,4,4
Ch y La Pizza,Fuerza Regida X Natanael Cano,0.661,0.6,8,-4.495,1,0.125,0.401,0.0,0.141,0.848,148.666,audio_features,1ySH55O0zbQBR77q8wQEyn,spotify:track:1ySH55O0zbQBR77q8wQEyn,https://api.spotify.com/v1/tracks/1ySH55O0zbQBR77q8wQEyn,https://api.spotify.com/v1/audio-analysis/1ySH55O0zbQBR77q8wQEyn,136913,3,https://open.spotify.com/track/1ySH55O0zbQBR77q8wQEyn,hot_songs,1,5
Need A Favor,Jelly Roll,0.677,0.404,0,-9.552,1,0.027,0.653,0.0,0.249,0.355,83.087,audio_features,1rnYNAJPAb586NhetosdNW,spotify:track:1rnYNAJPAb586NhetosdNW,https://api.spotify.com/v1/tracks/1rnYNAJPAb586NhetosdNW,https://api.spotify.com/v1/audio-analysis/1rnYNAJPAb586NhetosdNW,240723,3,https://open.spotify.com/track/1rnYNAJPAb586NhetosdNW,hot_songs,2,6
Yandel 150,Yandel & Feid,0.783,0.729,6,-3.549,0,0.0691,0.0492,0.000272,0.1,0.58,167.968,audio_features,2oiixB9QMIzhWaHGVlQx4g,spotify:track:2oiixB9QMIzhWaHGVlQx4g,https://api.spotify.com/v1/tracks/2oiixB9QMIzhWaHGVlQx4g,https://api.spotify.com/v1/audio-analysis/2oiixB9QMIzhWaHGVlQx4g,216148,4,https://open.spotify.com/track/2oiixB9QMIzhWaHGVlQx4g,hot_songs,1,5
In Ha Mood,Ice Spice,0.768,0.74,0,-6.595,1,0.336,0.696,6.81e-06,0.23,0.532,141.059,audio_features,0yUaLqhsVsguBpoOPL4cO7,spotify:track:0yUaLqhsVsguBpoOPL4cO7,https://api.spotify.com/v1/tracks/0yUaLqhsVsguBpoOPL4cO7,https://api.spotify.com/v1/audio-analysis/0yUaLqhsVsguBpoOPL4cO7,129362,4,https://open.spotify.com/track/0yUaLqhsVsguBpoOPL4cO7,hot_songs,3,3
Trance,"Metro Boomin, Travis Scott & Young Thug",0.571,0.549,1,-7.38,0,0.404,0.18,0.0,0.168,0.447,119.497,audio_features,5wG3HvLhF6Y5KTGlK0IW3J,spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,https://api.spotify.com/v1/tracks/5wG3HvLhF6Y5KTGlK0IW3J,https://api.spotify.com/v1/audio-analysis/5wG3HvLhF6Y5KTGlK0IW3J,194787,4,https://open.spotify.com/track/5wG3HvLhF6Y5KTGlK0IW3J,hot_songs,3,3
ICU,Coco Jones,0.584,0.453,8,-6.682,1,0.0661,0.753,0.0,0.111,0.328,124.913,audio_features,58cMDjQSUdWJUgFmHxRhjt,spotify:track:58cMDjQSUdWJUgFmHxRhjt,https://api.spotify.com/v1/tracks/58cMDjQSUdWJUgFmHxRhjt,https://api.spotify.com/v1/audio-analysis/58cMDjQSUdWJUgFmHxRhjt,241624,3,https://open.spotify.com/track/58cMDjQSUdWJUgFmHxRhjt,hot_songs,2,6
El Gordo Trae El Mando,Chino Pacas,0.736,0.8,7,-5.38,0,0.0525,0.179,0.0,0.0498,0.961,140.253,audio_features,3kf0WdFOalKWBkCCLJo4mA,spotify:track:3kf0WdFOalKWBkCCLJo4mA,https://api.spotify.com/v1/tracks/3kf0WdFOalKWBkCCLJo4mA,https://api.spotify.com/v1/audio-analysis/3kf0WdFOalKWBkCCLJo4mA,112087,3,https://open.spotify.com/track/3kf0WdFOalKWBkCCLJo4mA,hot_songs,1,5
All Of The Girls You Loved Before,Taylor Swift,0.718,0.467,2,-9.66,1,0.0398,0.707,6.92e-05,0.126,0.396,95.96,audio_features,4P9Q0GojKVXpRTJCaL3kyy,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,https://api.spotify.com/v1/tracks/4P9Q0GojKVXpRTJCaL3kyy,https://api.spotify.com/v1/audio-analysis/4P9Q0GojKVXpRTJCaL3kyy,221407,3,https://open.spotify.com/track/4P9Q0GojKVXpRTJCaL3kyy,hot_songs,2,6
Gold,Dierks Bentley,0.674,0.873,1,-4.256,1,0.0285,0.0482,0.0,0.18,0.946,115.01,audio_features,4iy69rTUn8cAY8Q8q9vfOw,spotify:track:4iy69rTUn8cAY8Q8q9vfOw,https://api.spotify.com/v1/tracks/4iy69rTUn8cAY8Q8q9vfOw,https://api.spotify.com/v1/audio-analysis/4iy69rTUn8cAY8Q8q9vfOw,167760,4,https://open.spotify.com/track/4iy69rTUn8cAY8Q8q9vfOw,hot_songs,1,2
Dogtooth,"Tyler, The Creator",0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,audio_features,7KA4W4McWYRpgf0fWsJZWB,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4,https://open.spotify.com/track/7KA4W4McWYRpgf0fWsJZWB,hot_songs,1,5
Painting Pictures,Superstar Pride,0.956,0.515,11,-9.962,0,0.337,0.305,0.0,0.156,0.69,119.937,audio_features,7oLKoGzQVwjZ91AzCn560T,spotify:track:7oLKoGzQVwjZ91AzCn560T,https://api.spotify.com/v1/tracks/7oLKoGzQVwjZ91AzCn560T,https://api.spotify.com/v1/audio-analysis/7oLKoGzQVwjZ91AzCn560T,122070,4,https://open.spotify.com/track/7oLKoGzQVwjZ91AzCn560T,hot_songs,3,3
Ceilings,Lizzy McAlpine,0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,audio_features,2L9N0zZnd37dwF0clgxMGI,spotify:track:2L9N0zZnd37dwF0clgxMGI,https://api.spotify.com/v1/tracks/2L9N0zZnd37dwF0clgxMGI,https://api.spotify.com/v1/audio-analysis/2L9N0zZnd37dwF0clgxMGI,182888,3,https://open.spotify.com/track/2L9N0zZnd37dwF0clgxMGI,hot_songs,2,6
Human,Cody Johnson,0.4,0.647,2,-7.279,1,0.0337,0.176,5.79e-05,0.11,0.274,84.08,audio_features,5AihIu9yF3flkw1jFMyfwW,spotify:track:5AihIu9yF3flkw1jFMyfwW,https://api.spotify.com/v1/tracks/5AihIu9yF3flkw1jFMyfwW,https://api.spotify.com/v1/audio-analysis/5AihIu9yF3flkw1jFMyfwW,221520,4,https://open.spotify.com/track/5AihIu9yF3flkw1jFMyfwW,hot_songs,4,4
Que Vuelvas,Carin Leon X Grupo Frontera,0.491,0.643,10,-4.309,1,0.0442,0.187,0.0,0.109,0.779,162.469,audio_features,6Um358vY92UBv5DloTRX9L,spotify:track:6Um358vY92UBv5DloTRX9L,https://api.spotify.com/v1/tracks/6Um358vY92UBv5DloTRX9L,https://api.spotify.com/v1/audio-analysis/6Um358vY92UBv5DloTRX9L,169419,4,https://open.spotify.com/track/6Um358vY92UBv5DloTRX9L,hot_songs,1,5
Strike (Holster),Lil Yachty,0.851,0.642,1,-5.281,1,0.216,0.0658,0.0,0.0713,0.701,143.091,audio_features,7iTTWHbr4tAlsRJN4m4bay,spotify:track:7iTTWHbr4tAlsRJN4m4bay,https://api.spotify.com/v1/tracks/7iTTWHbr4tAlsRJN4m4bay,https://api.spotify.com/v1/audio-analysis/7iTTWHbr4tAlsRJN4m4bay,148115,4,https://open.spotify.com/track/7iTTWHbr4tAlsRJN4m4bay,hot_songs,1,2
Sunrise,Morgan Wallen,0.299,0.028,0,-23.246,0,0.0348,0.985,0.828,0.0866,0.0517,72.203,audio_features,1OQj3NUImrCKi8XihSIjHN,spotify:track:1OQj3NUImrCKi8XihSIjHN,https://api.spotify.com/v1/tracks/1OQj3NUImrCKi8XihSIjHN,https://api.spotify.com/v1/audio-analysis/1OQj3NUImrCKi8XihSIjHN,131064,4,https://open.spotify.com/track/1OQj3NUImrCKi8XihSIjHN,hot_songs,0,0
Like Crazy,Jimin,0.629,0.733,7,-5.445,1,0.0419,0.0025,0.0,0.357,0.362,120.001,audio_features,3Ua0m0YmEjrMi9XErKcNiR,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,https://api.spotify.com/v1/tracks/3Ua0m0YmEjrMi9XErKcNiR,https://api.spotify.com/v1/audio-analysis/3Ua0m0YmEjrMi9XErKcNiR,212241,4,https://open.spotify.com/track/3Ua0m0YmEjrMi9XErKcNiR,hot_songs,4,4
Dawns,Zach Bryan Featuring Maggie Rogers,0.447,0.441,0,-7.658,1,0.0456,0.874,4.36e-05,0.188,0.286,122.811,audio_features,42TtHTxWk782ZBiqyOi2d1,spotify:track:42TtHTxWk782ZBiqyOi2d1,https://api.spotify.com/v1/tracks/42TtHTxWk782ZBiqyOi2d1,https://api.spotify.com/v1/audio-analysis/42TtHTxWk782ZBiqyOi2d1,290892,4,https://open.spotify.com/track/42TtHTxWk782ZBiqyOi2d1,hot_songs,2,6
Happy,NF,0.732,0.855,7,-4.064,1,0.0415,0.306,0.0,0.12,0.221,106.004,audio_features,3ZEno9fORwMA1HPecdLi0R,spotify:track:3ZEno9fORwMA1HPecdLi0R,https://api.spotify.com/v1/tracks/3ZEno9fORwMA1HPecdLi0R,https://api.spotify.com/v1/audio-analysis/3ZEno9fORwMA1HPecdLi0R,242691,4,https://open.spotify.com/track/3ZEno9fORwMA1HPecdLi0R,hot_songs,1,5
Chanel,Becky G & Peso Pluma,0.852,0.675,2,-5.738,1,0.0363,0.397,0.00317,0.0905,0.528,132.005,audio_features,5RcxRGvmYai7kpFSfxe5GY,spotify:track:5RcxRGvmYai7kpFSfxe5GY,https://api.spotify.com/v1/tracks/5RcxRGvmYai7kpFSfxe5GY,https://api.spotify.com/v1/audio-analysis/5RcxRGvmYai7kpFSfxe5GY,201993,3,https://open.spotify.com/track/5RcxRGvmYai7kpFSfxe5GY,hot_songs,1,2
Forever,Lil Baby Featuring Fridayy,0.462,0.251,4,-12.072,0,0.159,0.414,0.0,0.201,0.137,89.705,audio_features,1T4k0sw0HldDg004Kw4Oct,spotify:track:1T4k0sw0HldDg004Kw4Oct,https://api.spotify.com/v1/tracks/1T4k0sw0HldDg004Kw4Oct,https://api.spotify.com/v1/audio-analysis/1T4k0sw0HldDg004Kw4Oct,167977,3,https://open.spotify.com/track/1T4k0sw0HldDg004Kw4Oct,hot_songs,2,6
Igualito A Mi Apa,Fuerza Regida & Peso Pluma,0.758,0.812,4,-3.272,0,0.0854,0.188,0.0,0.0564,0.795,144.908,audio_features,17js0w8GTkTUFGFM6PYvBd,spotify:track:17js0w8GTkTUFGFM6PYvBd,https://api.spotify.com/v1/tracks/17js0w8GTkTUFGFM6PYvBd,https://api.spotify.com/v1/audio-analysis/17js0w8GTkTUFGFM6PYvBd,166821,4,https://open.spotify.com/track/17js0w8GTkTUFGFM6PYvBd,hot_songs,1,2
Special,Lizzo Featuring SZA,0.517,0.707,7,-5.474,1,0.0693,0.0164,0.0,0.453,0.264,82.859,audio_features,3m7IYU7ySuFMwdm7OCShQN,spotify:track:3m7IYU7ySuFMwdm7OCShQN,https://api.spotify.com/v1/tracks/3m7IYU7ySuFMwdm7OCShQN,https://api.spotify.com/v1/audio-analysis/3m7IYU7ySuFMwdm7OCShQN,174398,4,https://open.spotify.com/track/3m7IYU7ySuFMwdm7OCShQN,hot_songs,4,1
5 Leaf Clover,Luke Combs,0.423,0.58,1,-4.959,1,0.0243,0.0554,2.92e-06,0.168,0.336,82.755,audio_features,52ChYmfu792MW2Ezv0whpk,spotify:track:52ChYmfu792MW2Ezv0whpk,https://api.spotify.com/v1/tracks/52ChYmfu792MW2Ezv0whpk,https://api.spotify.com/v1/audio-analysis/52ChYmfu792MW2Ezv0whpk,211053,3,https://open.spotify.com/track/52ChYmfu792MW2Ezv0whpk,hot_songs,4,2
"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,0.288,0.0855,2,-23.054,0,0.0447,0.987,0.888,0.0988,0.169,203.64,audio_features,7BrmVh7gGBxFfg7SkswWD8,spotify:track:7BrmVh7gGBxFfg7SkswWD8,https://api.spotify.com/v1/tracks/7BrmVh7gGBxFfg7SkswWD8,https://api.spotify.com/v1/audio-analysis/7BrmVh7gGBxFfg7SkswWD8,124840,4,https://open.spotify.com/track/7BrmVh7gGBxFfg7SkswWD8,hot_songs,0,0
Heaven,Niall Horan,0.571,0.761,5,-3.485,1,0.0261,0.0708,0.0,0.331,0.681,91.991,audio_features,1yHVHoz6Ny29gbbWJYVnFt,spotify:track:1yHVHoz6Ny29gbbWJYVnFt,https://api.spotify.com/v1/tracks/1yHVHoz6Ny29gbbWJYVnFt,https://api.spotify.com/v1/audio-analysis/1yHVHoz6Ny29gbbWJYVnFt,186043,4,https://open.spotify.com/track/1yHVHoz6Ny29gbbWJYVnFt,hot_songs,1,2
Don't Play With It,Lola Brooke X Latto X Yung Miami Or Featuring Billy B,0.776,0.688,1,-5.75,1,0.127,0.00645,0.0,0.0757,0.43,99.122,audio_features,7rl489EKnUgITmkBd6P9zi,spotify:track:7rl489EKnUgITmkBd6P9zi,https://api.spotify.com/v1/tracks/7rl489EKnUgITmkBd6P9zi,https://api.spotify.com/v1/audio-analysis/7rl489EKnUgITmkBd6P9zi,179533,4,https://open.spotify.com/track/7rl489EKnUgITmkBd6P9zi,hot_songs,1,2
Memory Lane,Old Dominion,0.645,0.8,6,-4.272,1,0.0363,0.0189,1.12e-05,0.0858,0.375,118.977,audio_features,5kB6WithhB8Iv08EMNmAbt,spotify:track:5kB6WithhB8Iv08EMNmAbt,https://api.spotify.com/v1/tracks/5kB6WithhB8Iv08EMNmAbt,https://api.spotify.com/v1/audio-analysis/5kB6WithhB8Iv08EMNmAbt,172480,4,https://open.spotify.com/track/5kB6WithhB8Iv08EMNmAbt,hot_songs,4,4
Love Again,The Kid LAROI,0.662,0.398,11,-6.691,0,0.0275,0.716,0.0,0.111,0.468,107.001,audio_features,4sx6NRwL6Ol3V6m9exwGlQ,spotify:track:4sx6NRwL6Ol3V6m9exwGlQ,https://api.spotify.com/v1/tracks/4sx6NRwL6Ol3V6m9exwGlQ,https://api.spotify.com/v1/audio-analysis/4sx6NRwL6Ol3V6m9exwGlQ,145850,4,https://open.spotify.com/track/4sx6NRwL6Ol3V6m9exwGlQ,hot_songs,2,6
'98 Braves,Morgan Wallen,0.486,0.677,2,-5.805,1,0.0264,0.0817,0.00011,0.249,0.502,142.102,audio_features,5hBfhQrgxSehQUqU7jX13q,spotify:track:5hBfhQrgxSehQUqU7jX13q,https://api.spotify.com/v1/tracks/5hBfhQrgxSehQUqU7jX13q,https://api.spotify.com/v1/audio-analysis/5hBfhQrgxSehQUqU7jX13q,178704,4,https://open.spotify.com/track/5hBfhQrgxSehQUqU7jX13q,hot_songs,4,4
Di Que Si,Grupo Marca Registrada X Grupo Frontera,0.57,0.589,9,-5.378,1,0.0488,0.0753,0.0,0.0582,0.796,182.318,audio_features,0kzN7YAMSbmlHOvxlbQW9y,spotify:track:0kzN7YAMSbmlHOvxlbQW9y,https://api.spotify.com/v1/tracks/0kzN7YAMSbmlHOvxlbQW9y,https://api.spotify.com/v1/audio-analysis/0kzN7YAMSbmlHOvxlbQW9y,190554,4,https://open.spotify.com/track/0kzN7YAMSbmlHOvxlbQW9y,hot_songs,1,5
It Matters To Her,Scotty McCreery,0.516,0.752,7,-5.09,1,0.0333,0.00528,3.78e-05,0.251,0.482,105.007,audio_features,4aSRUXfKuBbmje0eXNukuL,spotify:track:4aSRUXfKuBbmje0eXNukuL,https://api.spotify.com/v1/tracks/4aSRUXfKuBbmje0eXNukuL,https://api.spotify.com/v1/audio-analysis/4aSRUXfKuBbmje0eXNukuL,171880,4,https://open.spotify.com/track/4aSRUXfKuBbmje0eXNukuL,hot_songs,4,4
Rock & Roll Renegade,The Frantic,0.82,0.285,0,-16.499,0,0.502,0.243,6.79e-06,0.0871,0.23,95.955,audio_features,46rCJx8YdbP5ZaQyh57fwE,spotify:track:46rCJx8YdbP5ZaQyh57fwE,https://api.spotify.com/v1/tracks/46rCJx8YdbP5ZaQyh57fwE,https://api.spotify.com/v1/audio-analysis/46rCJx8YdbP5ZaQyh57fwE,172139,4,https://open.spotify.com/track/46rCJx8YdbP5ZaQyh57fwE,hot_songs,3,3
Undertow,Jackson United,0.434,0.726,7,-5.482,0,0.033,0.0351,0.288,0.476,0.7,92.751,audio_features,2Zv95uoSB1H4puVfAYbovF,spotify:track:2Zv95uoSB1H4puVfAYbovF,https://api.spotify.com/v1/tracks/2Zv95uoSB1H4puVfAYbovF,https://api.spotify.com/v1/audio-analysis/2Zv95uoSB1H4puVfAYbovF,203560,4,https://open.spotify.com/track/2Zv95uoSB1H4puVfAYbovF,hot_songs,4,1
Nothing To Hold Me,Jesus Jones,0.558,0.75,7,-14.226,1,0.0538,0.00316,0.000466,0.334,0.51,165.601,audio_features,2nRN3JGw8ol8M4V02qqMQ5,spotify:track:2nRN3JGw8ol8M4V02qqMQ5,https://api.spotify.com/v1/tracks/2nRN3JGw8ol8M4V02qqMQ5,https://api.spotify.com/v1/audio-analysis/2nRN3JGw8ol8M4V02qqMQ5,201107,4,https://open.spotify.com/track/2nRN3JGw8ol8M4V02qqMQ5,hot_songs,4,4
Clementina Santaf\xc3\xa8,Gloriana,0.645,0.683,11,-8.036,0,0.0536,0.423,0.0,0.201,0.742,93.47,audio_features,3XjTiKuAorW6CUmKaSZEvD,spotify:track:3XjTiKuAorW6CUmKaSZEvD,https://api.spotify.com/v1/tracks/3XjTiKuAorW6CUmKaSZEvD,https://api.spotify.com/v1/audio-analysis/3XjTiKuAorW6CUmKaSZEvD,114933,4,https://open.spotify.com/track/3XjTiKuAorW6CUmKaSZEvD,hot_songs,1,5
One of Us,Bottom Of The Hudson,0.391,0.265,11,-11.686,1,0.0418,0.939,4.8e-06,0.186,0.176,78.0,audio_features,6kMS4r4z30mtNxUwARDvbP,spotify:track:6kMS4r4z30mtNxUwARDvbP,https://api.spotify.com/v1/tracks/6kMS4r4z30mtNxUwARDvbP,https://api.spotify.com/v1/audio-analysis/6kMS4r4z30mtNxUwARDvbP,247118,4,https://open.spotify.com/track/6kMS4r4z30mtNxUwARDvbP,hot_songs,2,6
If I Had My Way I'd Tear This Building Down,Blind Willie Johnson,0.482,0.32,5,-14.444,1,0.0766,0.981,0.0203,0.216,0.722,165.079,audio_features,2prAdcjH0NwKDsxPBsXBik,spotify:track:2prAdcjH0NwKDsxPBsXBik,https://api.spotify.com/v1/tracks/2prAdcjH0NwKDsxPBsXBik,https://api.spotify.com/v1/audio-analysis/2prAdcjH0NwKDsxPBsXBik,187693,4,https://open.spotify.com/track/2prAdcjH0NwKDsxPBsXBik,hot_songs,2,6
I'm Gonna Take My Time,Anthony Watson,0.575,0.632,11,-6.657,0,0.0411,0.0624,0.231,0.381,0.606,82.042,audio_features,7qmC0VCxQjTeZjgk8r65yv,spotify:track:7qmC0VCxQjTeZjgk8r65yv,https://api.spotify.com/v1/tracks/7qmC0VCxQjTeZjgk8r65yv,https://api.spotify.com/v1/audio-analysis/7qmC0VCxQjTeZjgk8r65yv,259840,4,https://open.spotify.com/track/7qmC0VCxQjTeZjgk8r65yv,hot_songs,4,5
Drop of Rain,Tweeterfriendly Music,0.374,0.504,2,-8.407,1,0.0392,0.806,0.0,0.76,0.27,109.025,audio_features,0BSmbCIY36iw04azzJ3S0S,spotify:track:0BSmbCIY36iw04azzJ3S0S,https://api.spotify.com/v1/tracks/0BSmbCIY36iw04azzJ3S0S,https://api.spotify.com/v1/audio-analysis/0BSmbCIY36iw04azzJ3S0S,315173,5,https://open.spotify.com/track/0BSmbCIY36iw04azzJ3S0S,hot_songs,2,1
Misty Blue,Billie Jo Spears,0.394,0.243,3,-14.664,1,0.0302,0.658,0.00603,0.085,0.504,173.365,audio_features,20JcxdRw8gvqTY1EEpYxHb,spotify:track:20JcxdRw8gvqTY1EEpYxHb,https://api.spotify.com/v1/tracks/20JcxdRw8gvqTY1EEpYxHb,https://api.spotify.com/v1/audio-analysis/20JcxdRw8gvqTY1EEpYxHb,222400,3,https://open.spotify.com/track/20JcxdRw8gvqTY1EEpYxHb,hot_songs,2,6
Tomb\xc3\xa9 Pour Elle (L'\xc3\x8ele Aux Oiseaux),Pascal Obispo,0.72,0.445,2,-10.981,0,0.0282,0.335,1.22e-05,0.0957,0.524,112.045,audio_features,3oyKhXaec8kcOtuCk7tXsZ,spotify:track:3oyKhXaec8kcOtuCk7tXsZ,https://api.spotify.com/v1/tracks/3oyKhXaec8kcOtuCk7tXsZ,https://api.spotify.com/v1/audio-analysis/3oyKhXaec8kcOtuCk7tXsZ,245939,4,https://open.spotify.com/track/3oyKhXaec8kcOtuCk7tXsZ,hot_songs,1,2
